,a,b
230,The boss that strikes a doctor isn't regretting that each waitress has swept no room,A boss that strikes the doctor isn't regretting that each waitress has swept no room
231,Every boss isn't regretting that each waitress who strikes the doctor has swept a room,Every boss isn't regretting that each waitress who strikes a doctor has swept the room
232,The classmate who liked a library is feeling that this customer fired that dancer,A classmate who liked the library is feeling that this customer fired that dancer
233,The classmate is feeling that this customer that liked a library fired that dancer,A classmate is feeling that this customer that liked the library fired that dancer
234,The podiatrist who is destroying no window has doubted that no man wasn't criticizing a restaurant,A podiatrist who is destroying no window has doubted that no man wasn't criticizing the restaurant
235,The podiatrist has doubted that no man that is destroying a window wasn't criticizing every restaurant,A podiatrist has doubted that no man that is destroying the window wasn't criticizing every restaurant
236,Each teacher who aggravates the customer hadn't thought that each light resembles a print,Each teacher who aggravates a customer hadn't thought that each light resembles the print
237,The teacher hadn't thought that each light who aggravates a customer resembles no print,A teacher hadn't thought that each light who aggravates the customer resembles no print
238,The contractor that shaeks a podiatrist noticed that this spouse attacked each boy,A contractor that shaeks the podiatrist noticed that this spouse attacked each boy
239,That contractor noticed that the spouse who shaeks a podiatrist attacked each boy,That contractor noticed that a spouse who shaeks the podiatrist attacked each boy
240,The customer who explored a closet hadn't speculated that some supervisor concealed this candle,A customer who explored the closet hadn't speculated that some supervisor concealed this candle
