,a,b
202,A Man Who Hasn't Purchased That Museum Loved That Some Dress Might Bore the Cashier,A man who hasn't purchased that museum loved that some dress might bore the cashier
203,A Man Loved That Some Dress That Hasn't Purchased That Museum Might Bore the Cashier,A man loved that some dress that hasn't purchased that museum might bore the cashier
204,The Child That Did Like This Ladder Wasn't Noticing That Some Guy Should Praise the Movie,The child that did like this ladder wasn't noticing that some guy should praise the movie
205,The Child Wasn't Noticing That Some Guy That Did Like This Ladder Should Praise the Movie,The child wasn't noticing that some guy that did like this ladder should praise the movie
206,That Dancer That Had Talked About the Guest Was Revealing That the Universities Embarrassed Those Guys,That dancer that had talked about the guest was revealing that the universities embarrassed those guys
207,That Dancer Was Revealing That the Universities That Had Talked About the Guest Embarrassed Those Guys,That dancer was revealing that the universities that had talked about the guest embarrassed those guys
208,These Adults That Hadn't Bothered Many Teachers Aren't Suggesting That All Diagnoses Won't Bore Some People,These adults that hadn't bothered many teachers aren't suggesting that all diagnoses won't bore some people
209,These Adults Aren't Suggesting That All Diagnoses Who Hadn't Bothered Many Teachers Won't Bore Some People,These adults aren't suggesting that all diagnoses who hadn't bothered many teachers won't bore some people
210,Some Patient That Impressed That Customer Can Doubt That the Drawing Isn't Looking Like This Spinach,Some patient that impressed that customer can doubt that the drawing isn't looking like this spinach
211,Some Patient Can Doubt That the Drawing That Impressed That Customer Isn't Looking Like This Spinach,Some patient can doubt that the drawing that impressed that customer isn't looking like this spinach
212,That Man That Escaped From a Movie Theater Wasn't Hoping That Some Lady Wouldn't Confuse Offspring,That man that escaped from a movie theater wasn't hoping that some lady wouldn't confuse offspring
213,That Man Wasn't Hoping That Some Lady That Escaped From a Movie Theater Wouldn't Confuse Offspring,That man wasn't hoping that some lady that escaped from a movie theater wouldn't confuse offspring
214,A Senator That Was Helping That Person Can't Whisper That the Pedestrian Did Argue About Those Means,A senator that was helping that person can't whisper that the pedestrian did argue about those means
215,A Senator Can't Whisper That the Pedestrian Who Was Helping That Person Did Argue About Those Means,A senator can't whisper that the pedestrian who was helping that person did argue about those means
216,The Girl Who Hasn't Hated Some Senator Isn't Finding Out That Some Hospital Doesn't Scare a Guy,The girl who hasn't hated some senator isn't finding out that some hospital doesn't scare a guy
217,The Girl Isn't Finding Out That Some Hospital Who Hasn't Hated Some Senator Doesn't Scare a Guy,The girl isn't finding out that some hospital who hasn't hated some senator doesn't scare a guy
218,Most Teachers Who Can't Complain About the Newspaper Articles Discover That a Boy Sees That Face,Most teachers who can't complain about the newspaper articles discover that a boy sees that face
219,Most Teachers Discover That a Boy That Can't Complain About the Newspaper Articles Sees That Face,Most teachers discover that a boy that can't complain about the newspaper articles sees that face
220,A Lot of Waiters That Discuss That Guest Hadn't Insisted That Those Senators Cured Some Teacher,A lot of waiters that discuss that guest hadn't insisted that those senators cured some teacher
221,A Lot of Waiters Hadn't Insisted That Those Senators Who Discuss That Guest Cured Some Teacher,A lot of waiters hadn't insisted that those senators who discuss that guest cured some teacher
222,That Waitress Who Shouldn't Worry Actors Remembers That Many Couches Had Confused Guests,That waitress who shouldn't worry actors remembers that many couches had confused guests
223,That Waitress Remembers That Many Couches That Shouldn't Worry Actors Had Confused Guests,That waitress remembers that many couches that shouldn't worry actors had confused guests
224,The Customers Who Exposed These Chairs Hadn't Concealed That That Waitress Won't Ascend This Slope,The customers who exposed these chairs hadn't concealed that that waitress won't ascend this slope
225,The Customers Hadn't Concealed That That Waitress That Exposed These Chairs Won't Ascend This Slope,The customers hadn't concealed that that waitress that exposed these chairs won't ascend this slope
226,A Lot of Waitresses Who Complained About Some Oasis Admit That All Ladies Would Purchase This Dancer,A lot of waitresses who complained about some oasis admit that all ladies would purchase this dancer
227,A Lot of Waitresses Admit That All Ladies That Complained About Some Oasis Would Purchase This Dancer,A lot of waitresses admit that all ladies that complained about some oasis would purchase this dancer
228,Those Dancers That Cared for That Doctor Hadn't Arguing That Most Pedestrians Aggravated Cashiers,Those dancers that cared for that doctor hadn't arguing that most pedestrians aggravated cashiers
229,Those Dancers Hadn't Arguing That Most Pedestrians That Cared for That Doctor Aggravated Cashiers,Those dancers hadn't arguing that most pedestrians that cared for that doctor aggravated cashiers
230,The Lady Who Scared a Lot of Teenagers Insists That Some Hats Aren't Purchasing a Patient,The lady who scared a lot of teenagers insists that some hats aren't purchasing a patient
231,The Lady Insists That Some Hats Who Scared a Lot of Teenagers Aren't Purchasing a Patient,The lady insists that some hats who scared a lot of teenagers aren't purchasing a patient
232,The Guys That Wouldn't Insult Some Restaurant Remembered That This Synopsis Hinder These Guys,The guys that wouldn't insult some restaurant remembered that this synopsis hinder these guys
233,The Guys Remembered That This Synopsis That Wouldn't Insult Some Restaurant Hinder These Guys,The guys remembered that this synopsis that wouldn't insult some restaurant hinder these guys
